name,price,first_name,last_name,above_100
Shane Ford,128.2253422,Shane,Ford,128.2253422
Allison Moore,287.0397494,Allison,Moore,287.0397494
Chad Mendoza,128.7230831,Chad,Mendoza,128.7230831
Adam Reyes,210.660893,Adam,Reyes,210.660893
Donna Olson,237.3154639,Donna,Olson,237.3154639
Robert Wilkerson,18.44882541,Robert,Wilkerson,
Michael Mack,44.310175,Michael,Mack,
Matthew Woodward,230.3623855,Matthew,Woodward,230.3623855
Hannah Sparks,75.75588754,Hannah,Sparks,
Rebecca Guzman,266.1974194,Rebecca,Guzman,266.1974194
Chad Gonzalez,21.71014184,Chad,Gonzalez,
Gina Lawson,209.6483845,Gina,Lawson,209.6483845
Erin Dawson,109.5227016,Erin,Dawson,109.5227016
John Hunter,147.0547345,John,Hunter,147.0547345
Dwayne Nguyen,44.0068408,Dwayne,Nguyen,
Nicole Floyd,37.11677495,Nicole,Floyd,
Gina Morton,8.316165245,Gina,Morton,
David Blair,146.4314388,David,Blair,146.4314388
Mark Mccarty,92.92142229,Mark,Mccarty,
Alicia Fleming,167.1786107,Alicia,Fleming,167.1786107
Tara Brennan,74.42711352,Tara,Brennan,
Sherry Perez,67.13586315,Sherry,Perez,
Michael Cervantes,50.97141938,Michael,Cervantes,
Tyler Faulkner,201.4060949,Tyler,Faulkner,201.4060949
Andrew Martinez,171.875415,Andrew,Martinez,171.875415
James Young,288.0396797,James,Young,288.0396797
Joanna Stanley,131.1020174,Joanna,Stanley,131.1020174
Christina Mosley,174.5518188,Christina,Mosley,174.5518188
Paul French III,161.7104109,Paul,French III,161.7104109
Michael Lee,279.106942,Michael,Lee,279.106942
Benjamin Lewis,296.8118486,Benjamin,Lewis,296.8118486
Melanie Acosta,273.3364583,Melanie,Acosta,273.3364583
Ian Riley,212.3977786,Ian,Riley,212.3977786
Jennifer Gay,248.8920142,Jennifer,Gay,248.8920142
Andrew Herring,11.73839127,Andrew,Herring,
Lauren Green,129.6571971,Lauren,Green,129.6571971
Dawn Duffy,54.28240155,Dawn,Duffy,
Timothy Ho,229.0065048,Timothy,Ho,229.0065048
Ashley Mendez,112.3633537,Ashley,Mendez,112.3633537
James Bond,213.8404014,James,Bond,213.8404014
Cody Horn,280.4287316,Cody,Horn,280.4287316
Emily Bass,2.267674839,Emily,Bass,
Julia Boyd,54.69341531,Julia,Boyd,
Anna Lee,206.5289609,Anna,Lee,206.5289609
Amy Wood,31.03991579,Amy,Wood,
Patrick Elliott,232.4798838,Patrick,Elliott,232.4798838
Michelle Miles,104.3063511,Michelle,Miles,104.3063511
Jenny Martin,28.45901277,Jenny,Martin,
Taylor Carter,186.6762771,Taylor,Carter,186.6762771
Nicholas Steele,187.8096434,Nicholas,Steele,187.8096434
Bonnie Reed,257.6894148,Bonnie,Reed,257.6894148
Tonya Carter,65.05790903,Tonya,Carter,
Allison Patterson,274.882558,Allison,Patterson,274.882558
Gabriel Cooper,200.1558758,Gabriel,Cooper,200.1558758
Cindy Ward,68.85641269,Cindy,Ward,
Brooke Owens,149.2059461,Brooke,Owens,149.2059461
Matthew Blake,4.06458047,Matthew,Blake,
Krystal Jackson,67.38695805,Krystal,Jackson,
Eric Phelps,240.8897161,Eric,Phelps,240.8897161
Samuel Cook,172.1054695,Samuel,Cook,172.1054695
Pamela Stein,199.0978775,Pamela,Stein,199.0978775
Allison Brown,33.29299156,Allison,Brown,
Taylor Williams,13.62390908,Taylor,Williams,
Laura Carroll,261.6022136,Laura,Carroll,261.6022136
Connor Robinson,245.8554383,Connor,Robinson,245.8554383
Shelby Johnson,240.0443296,Shelby,Johnson,240.0443296
Andrew Mora,18.60199734,Andrew,Mora,
Ethan Pacheco,259.0365461,Ethan,Pacheco,259.0365461
Jeremy Webb,98.31405644,Jeremy,Webb,
Damon Garrett,244.8654683,Damon,Garrett,244.8654683
Kimberly Stanley,175.0957212,Kimberly,Stanley,175.0957212
Bryce Grant,17.15408329,Bryce,Grant,
Bethany Woods,272.5716629,Bethany,Woods,272.5716629
Emily Frye,66.17386403,Emily,Frye,
Barry Sullivan,258.7525531,Barry,Sullivan,258.7525531
Jeremiah Ayala,163.5453042,Jeremiah,Ayala,163.5453042
Holly Johnson,296.6791256,Holly,Johnson,296.6791256
Teresa Molina,286.516233,Teresa,Molina,286.516233
Sarah Taylor,265.8694817,Sarah,Taylor,265.8694817
Kimberly Howard,85.43939931,Kimberly,Howard,
Kimberly Little,264.8900668,Kimberly,Little,264.8900668
Nancy Hart,207.2431681,Nancy,Hart,207.2431681
Nicole Perkins,165.0090561,Nicole,Perkins,165.0090561
Brandon Olson,222.4152627,Brandon,Olson,222.4152627
Richard Bush,77.53704513,Richard,Bush,
Bryan Evans,192.6410081,Bryan,Evans,192.6410081
Monica Watson,3.361441343,Monica,Watson,
Curtis Fleming,274.30965,Curtis,Fleming,274.30965
Crystal Sosa,216.8617671,Crystal,Sosa,216.8617671
Eugene Morris,202.5620068,Eugene,Morris,202.5620068
Logan Bailey,288.6314867,Logan,Bailey,288.6314867
Brandi Bauer,132.9215194,Brandi,Bauer,132.9215194
Jasmine Walters,268.1388358,Jasmine,Walters,268.1388358
Luke Allison,187.8207039,Luke,Allison,187.8207039
Christopher Brooks,57.81340573,Christopher,Brooks,
Vanessa Riley,180.4069737,Vanessa,Riley,180.4069737
Scott Young,99.92058008,Scott,Young,
Thomas May,203.6202471,Thomas,May,203.6202471
Pam Villegas,179.0291469,Pam,Villegas,179.0291469
Amy Sims,114.9768422,Amy,Sims,114.9768422
Zachary Graham,141.835196,Zachary,Graham,141.835196
James Chan,243.2899217,James,Chan,243.2899217
Felicia Archer,138.4473659,Felicia,Archer,138.4473659
Kimberly Brady,288.7460477,Kimberly,Brady,288.7460477
Terri Perez,19.14837929,Terri,Perez,
Jonathan Barker,5.657865331,Jonathan,Barker,
Courtney Brooks,149.494119,Courtney,Brooks,149.494119
Gabriel Lowe,93.90576332,Gabriel,Lowe,
Christopher White,66.60014486,Christopher,White,
Sandra Murphy,95.58251089,Sandra,Murphy,
Jessica Krueger,10.90841176,Jessica,Krueger,
Jonathon Burns,249.3961932,Jonathon,Burns,249.3961932
Mary Miller,273.9394908,Mary,Miller,273.9394908
Colin Rodriguez,180.2598848,Colin,Rodriguez,180.2598848
Joshua Rice,146.685027,Joshua,Rice,146.685027
Gregory Cruz,110.0635889,Gregory,Cruz,110.0635889
Olivia Rivera,291.240185,Olivia,Rivera,291.240185
Jessica Larsen,7.576754464,Jessica,Larsen,
Troy Byrd,36.73825253,Troy,Byrd,
Matthew Rogers,185.3667095,Matthew,Rogers,185.3667095
Sandra Steele,214.8657394,Sandra,Steele,214.8657394
Lucas Price,106.1210278,Lucas,Price,106.1210278
Faith Scott,188.2647735,Faith,Scott,188.2647735
James Fox,282.4344141,James,Fox,282.4344141
Lisa Summers,155.0512496,Lisa,Summers,155.0512496
Raymond Perry,275.8859259,Raymond,Perry,275.8859259
Edward Little,162.4717521,Edward,Little,162.4717521
Nicole Casey,144.9653271,Nicole,Casey,144.9653271
Christopher Hansen,265.1736476,Christopher,Hansen,265.1736476
John Mays,120.530065,John,Mays,120.530065
Monique Marshall,63.9607675,Monique,Marshall,
David Fernandez,17.63676685,David,Fernandez,
Jo Smith,202.3095996,Jo,Smith,202.3095996
Larry Carlson,278.092605,Larry,Carlson,278.092605
Sherry Scott,67.58767704,Sherry,Scott,
Jennifer Harris,268.8755967,Jennifer,Harris,268.8755967
Nicolas Singleton,9.659905481,Nicolas,Singleton,
Debra Adams,52.22049871,Debra,Adams,
James Kirby,224.191157,James,Kirby,224.191157
Ronald Jones,270.5086503,Ronald,Jones,270.5086503
Amy Mcdonald,297.9773801,Amy,Mcdonald,297.9773801
Kimberly Matthews,55.12712205,Kimberly,Matthews,
Paul Floyd,74.01318559,Paul,Floyd,
Steve Brown,182.0323787,Steve,Brown,182.0323787
David Shaw,83.65951376,David,Shaw,
Patricia Hamilton,123.409219,Patricia,Hamilton,123.409219
Christopher Erickson,59.07931353,Christopher,Erickson,
Mackenzie Hill,6.620988423,Mackenzie,Hill,
Charles Pham,97.96401358,Charles,Pham,
Tony King,18.27327773,Tony,King,
Edward James,92.87861731,Edward,James,
Colleen Lee,63.10044603,Colleen,Lee,
Bethany Floyd,86.42994032,Bethany,Floyd,
Carol Schroeder,33.69227955,Carol,Schroeder,
Bonnie Peterson,297.4653224,Bonnie,Peterson,297.4653224
Michael Anderson,256.3898121,Michael,Anderson,256.3898121
Sheri Dorsey,189.7981441,Sheri,Dorsey,189.7981441
Savannah Mendoza,91.07261796,Savannah,Mendoza,
Douglas Watson,274.4787465,Douglas,Watson,274.4787465
Ronald Ward,57.77908919,Ronald,Ward,
Kenneth Villarreal,274.2187269,Kenneth,Villarreal,274.2187269
Tiffany Robinson,228.7978951,Tiffany,Robinson,228.7978951
Patrick Swanson,161.2557332,Patrick,Swanson,161.2557332
Jocelyn Rogers,24.17428437,Jocelyn,Rogers,
Danny Perez,182.255044,Danny,Perez,182.255044
Rachel Gregory,265.0416523,Rachel,Gregory,265.0416523
Scott Welch,231.8302149,Scott,Welch,231.8302149
Adam Jackson,232.9420717,Adam,Jackson,232.9420717
Kyle Novak,12.08319607,Kyle,Novak,
Matthew Allen,168.4554827,Matthew,Allen,168.4554827
Shannon Allen,172.2771141,Shannon,Allen,172.2771141
Whitney Harris,58.43100673,Whitney,Harris,
Scott Morrison,180.7621217,Scott,Morrison,180.7621217
Jessica Schmidt,261.6986671,Jessica,Schmidt,261.6986671
Kristi Taylor,271.1229328,Kristi,Taylor,271.1229328
Joan Garcia,287.3891521,Joan,Garcia,287.3891521
Shane Evans,277.5094559,Shane,Evans,277.5094559
Jody Fox,154.8859173,Jody,Fox,154.8859173
Shawn Jacobs,132.7802032,Shawn,Jacobs,132.7802032
Heather Ray,113.0976257,Heather,Ray,113.0976257
Mary Aguirre,112.6553767,Mary,Aguirre,112.6553767
Scott Williams,80.32818684,Scott,Williams,
Ryan Cole,248.4882669,Ryan,Cole,248.4882669
Melody Savage,114.3904753,Melody,Savage,114.3904753
Lori Reese,97.72751844,Lori,Reese,
Nina Parker,25.48969257,Nina,Parker,
Tamara Taylor,123.1774351,Tamara,Taylor,123.1774351
Mark Salinas,65.60168668,Mark,Salinas,
Thomas Blankenship,132.7947467,Thomas,Blankenship,132.7947467
Dr. Traci Rice,286.0928823,Dr.,Traci Rice,286.0928823
Angela Cox,42.33721435,Angela,Cox,
Janet Young,13.80917322,Janet,Young,
Francisco Johnston,112.1605744,Francisco,Johnston,112.1605744
William Russell,264.6237189,William,Russell,264.6237189
Alexander Harrington,149.1436898,Alexander,Harrington,149.1436898
David Mendoza,93.99806835,David,Mendoza,
Christine Lee,213.6602036,Christine,Lee,213.6602036
Michelle Johnson,175.7431073,Michelle,Johnson,175.7431073
Kelsey Nelson,236.7676413,Kelsey,Nelson,236.7676413
Diane Thompson,89.95575753,Diane,Thompson,
Tara Smith,278.1214905,Tara,Smith,278.1214905
Marcus Santiago,116.1191313,Marcus,Santiago,116.1191313
Laura Bean,33.82522532,Laura,Bean,
Michelle Navarro,246.3117979,Michelle,Navarro,246.3117979
Lisa Good,76.55786256,Lisa,Good,
Miranda Knapp,129.5066529,Miranda,Knapp,129.5066529
Christopher Smith,166.1434114,Christopher,Smith,166.1434114
Victoria Miller,273.4850231,Victoria,Miller,273.4850231
Sarah Hogan,213.8475987,Sarah,Hogan,213.8475987
Dawn Robertson,48.79191224,Dawn,Robertson,
William Jenkins,113.0602911,William,Jenkins,113.0602911
Pam Thompson,173.7231638,Pam,Thompson,173.7231638
Stephen Berry,42.77281935,Stephen,Berry,
Mark Young,282.6498589,Mark,Young,282.6498589
Anthony Valdez,185.3727205,Anthony,Valdez,185.3727205
Elizabeth Salinas,154.2643569,Elizabeth,Salinas,154.2643569
Michael Robinson,182.4719536,Michael,Robinson,182.4719536
Gregory Buck,96.18391441,Gregory,Buck,
Sydney Alexander,219.3532551,Sydney,Alexander,219.3532551
Janet Rubio,204.4810593,Janet,Rubio,204.4810593
Thomas Ferguson,256.3043923,Thomas,Ferguson,256.3043923
Vincent Leblanc,94.02821568,Vincent,Leblanc,
Justin Martinez,47.48296529,Justin,Martinez,
Rhonda Adams,116.7325872,Rhonda,Adams,116.7325872
Lisa Martin,183.7259618,Lisa,Martin,183.7259618
David Medina,280.9491886,David,Medina,280.9491886
Karen Mckee,44.78343428,Karen,Mckee,
Lisa Cantrell,19.21140291,Lisa,Cantrell,
Anna Guzman,124.8230491,Anna,Guzman,124.8230491
Daniel Carroll,51.93399201,Daniel,Carroll,
Erin Garcia,74.56574506,Erin,Garcia,
Jennifer Scott,158.6927265,Jennifer,Scott,158.6927265
Jacqueline Robinson,190.5709325,Jacqueline,Robinson,190.5709325
Bridget Santos,169.3812148,Bridget,Santos,169.3812148
Candace Soto,19.6729944,Candace,Soto,
Felicia Myers,38.15792611,Felicia,Myers,
Grace Adams,58.41307704,Grace,Adams,
Micheal Wong,10.75000843,Micheal,Wong,
Jordan Knight,119.9985057,Jordan,Knight,119.9985057
Justin Wright,142.132241,Justin,Wright,142.132241
James Holt,115.368229,James,Holt,115.368229
Anthony Cooke,270.5319155,Anthony,Cooke,270.5319155
Jennifer Jacobson,55.44015055,Jennifer,Jacobson,
Geoffrey Franklin,140.2803006,Geoffrey,Franklin,140.2803006
Rodney Lozano,243.3479219,Rodney,Lozano,243.3479219
Darlene Lewis,135.1626097,Darlene,Lewis,135.1626097
Robin Barry,286.1402134,Robin,Barry,286.1402134
Morgan Garcia,133.5790703,Morgan,Garcia,133.5790703
Michael Rivas,71.92008045,Michael,Rivas,
Ellen Branch,185.5703941,Ellen,Branch,185.5703941
Kathleen Castro,20.39892737,Kathleen,Castro,
Donald Wallace,53.65062447,Donald,Wallace,
Alexandra Haynes,260.7602147,Alexandra,Haynes,260.7602147
Stacy Carrillo,188.6885584,Stacy,Carrillo,188.6885584
Jennifer Henry,24.06993431,Jennifer,Henry,
Daniel Mathis,116.0820882,Daniel,Mathis,116.0820882
Tyler West,254.4736617,Tyler,West,254.4736617
Michael Waller,170.976742,Michael,Waller,170.976742
Christopher Graham,126.9283868,Christopher,Graham,126.9283868
Mark Hernandez,80.48163941,Mark,Hernandez,
Kathy Edwards,82.26788496,Kathy,Edwards,
David Huber II,213.8107444,David,Huber II,213.8107444
Tracey Garcia,136.7308142,Tracey,Garcia,136.7308142
Stephanie Underwood,69.43177519,Stephanie,Underwood,
Shane Williams,281.8903101,Shane,Williams,281.8903101
Joseph Reed,42.3818884,Joseph,Reed,
Dr. Elizabeth Martin,140.0494611,Dr.,Elizabeth Martin,140.0494611
David Martin,221.0429141,David,Martin,221.0429141
Stephanie Arnold,181.2768702,Stephanie,Arnold,181.2768702
Rebecca Richardson,4.380505829,Rebecca,Richardson,
Danielle Johnson,105.6723996,Danielle,Johnson,105.6723996
Jose Howe,158.2429468,Jose,Howe,158.2429468
Robert Robinson,170.8627456,Robert,Robinson,170.8627456
Danny Hart,70.48423297,Danny,Hart,
Robin Booth,34.2572087,Robin,Booth,
Kristin Perry,20.68151609,Kristin,Perry,
Matthew Peterson,192.7404829,Matthew,Peterson,192.7404829
Jodi Griffin,278.9346536,Jodi,Griffin,278.9346536
Miguel Lopez,128.0211065,Miguel,Lopez,128.0211065
Shelly Gross,184.5451242,Shelly,Gross,184.5451242
Candace Lopez,54.07631389,Candace,Lopez,
Ronald Williams,153.3547677,Ronald,Williams,153.3547677
Marcia Morgan,120.5057825,Marcia,Morgan,120.5057825
Erica Campbell,100.2705845,Erica,Campbell,100.2705845
Anna Green,240.628503,Anna,Green,240.628503
Kimberly Howell,207.2217108,Kimberly,Howell,207.2217108
Dr. Michelle Hamilton,57.90941988,Dr.,Michelle Hamilton,
Tami Ferguson,225.8070777,Tami,Ferguson,225.8070777
Cynthia Santana,166.3523842,Cynthia,Santana,166.3523842
Seth Johnston,110.2678595,Seth,Johnston,110.2678595
Alexis Reynolds,211.4734105,Alexis,Reynolds,211.4734105
Elizabeth Schneider,33.96428539,Elizabeth,Schneider,
Jerry Padilla,279.7193526,Jerry,Padilla,279.7193526
Martin Miles,290.6226139,Martin,Miles,290.6226139
Karen Williams,290.9160996,Karen,Williams,290.9160996
Amy Barnes,165.9279066,Amy,Barnes,165.9279066
Christopher West,137.4731704,Christopher,West,137.4731704
Kirsten Cole,41.93668355,Kirsten,Cole,
Jane Cunningham,118.3754226,Jane,Cunningham,118.3754226
Leonard Hess,35.82037483,Leonard,Hess,
Adam Rhodes,13.3526083,Adam,Rhodes,
Derek Richardson,95.67655498,Derek,Richardson,
Sarah Faulkner,168.6353496,Sarah,Faulkner,168.6353496
Steven Fuller,106.339314,Steven,Fuller,106.339314
Cheyenne Ruiz,127.1035458,Cheyenne,Ruiz,127.1035458
Rachel Romero,285.2024857,Rachel,Romero,285.2024857
Greg Baker,177.1691724,Greg,Baker,177.1691724
Ivan Nixon,286.6165676,Ivan,Nixon,286.6165676
Tonya Gonzalez,243.4519443,Tonya,Gonzalez,243.4519443
Alan Perez,150.2335151,Alan,Perez,150.2335151
Edwin Wilson,193.8749928,Edwin,Wilson,193.8749928
Micheal Burgess,137.9824708,Micheal,Burgess,137.9824708
Zachary Miller,171.0839156,Zachary,Miller,171.0839156
Scott Moreno,111.0238035,Scott,Moreno,111.0238035
George Young,72.09372191,George,Young,
Charles Taylor,135.5468061,Charles,Taylor,135.5468061
Mario Browning,173.4239245,Mario,Browning,173.4239245
Sandra Hayes,131.195396,Sandra,Hayes,131.195396
Timothy Perkins,250.939116,Timothy,Perkins,250.939116
Christine Lopez,214.0564056,Christine,Lopez,214.0564056
Julia Morton,240.2050847,Julia,Morton,240.2050847
Gabriel Hamilton,126.5568206,Gabriel,Hamilton,126.5568206
Zachary Santos,146.4956654,Zachary,Santos,146.4956654
Christina Patton,148.6627083,Christina,Patton,148.6627083
John Brandt,283.4653076,John,Brandt,283.4653076
Joseph Gonzalez,20.55745007,Joseph,Gonzalez,
Kim Townsend,129.0360445,Kim,Townsend,129.0360445
Ethan Valenzuela,54.05378344,Ethan,Valenzuela,
Nathan Leon,254.2959365,Nathan,Leon,254.2959365
Kathleen Hayes,226.5866588,Kathleen,Hayes,226.5866588
Craig Garcia,154.669493,Craig,Garcia,154.669493
Jeremiah Griffin,95.90167374,Jeremiah,Griffin,
Emily Parsons,213.6395341,Emily,Parsons,213.6395341
Paul Kennedy,12.86805538,Paul,Kennedy,
Theresa Lynch,275.5059689,Theresa,Lynch,275.5059689
David Wells,182.491882,David,Wells,182.491882
Joshua Davis,52.95831084,Joshua,Davis,
Amy Powers,40.64783276,Amy,Powers,
Kimberly Miller,189.5888109,Kimberly,Miller,189.5888109
Debbie Harvey,104.9806237,Debbie,Harvey,104.9806237
James Martin,64.25213501,James,Martin,
Scott Saunders,273.2318059,Scott,Saunders,273.2318059
David Smith,215.6096045,David,Smith,215.6096045
Danielle Lee,101.3250417,Danielle,Lee,101.3250417
Benjamin Evans,57.97902796,Benjamin,Evans,
Samantha Lynch,289.1184179,Samantha,Lynch,289.1184179
Jeffery Russell,135.9650655,Jeffery,Russell,135.9650655
Megan Roberts,237.9306276,Megan,Roberts,237.9306276
Rachel Hernandez,125.9323584,Rachel,Hernandez,125.9323584
Lisa Ramirez,189.2702383,Lisa,Ramirez,189.2702383
Alyssa Hammond,188.5826264,Alyssa,Hammond,188.5826264
Anthony Gibson,100.7962623,Anthony,Gibson,100.7962623
Roger Quinn,88.61484447,Roger,Quinn,
Nicholas Henry,293.6931305,Nicholas,Henry,293.6931305
Cynthia Burnett,48.84605107,Cynthia,Burnett,
Kathryn Watts,281.4384173,Kathryn,Watts,281.4384173
Roger Fletcher,287.9695812,Roger,Fletcher,287.9695812
Rebecca Arias,259.8985263,Rebecca,Arias,259.8985263
Jacob Smith,45.28220468,Jacob,Smith,
Anthony Kennedy,200.1178956,Anthony,Kennedy,200.1178956
Cynthia Peck,124.81253,Cynthia,Peck,124.81253
Maria Vaughn,40.28677595,Maria,Vaughn,
Kylie Chen,10.25185301,Kylie,Chen,
Anthony Martin,263.6454049,Anthony,Martin,263.6454049
Carolyn Hudson,292.6001775,Carolyn,Hudson,292.6001775
Harold Willis,176.7584552,Harold,Willis,176.7584552
Debbie Taylor,267.577994,Debbie,Taylor,267.577994
Jasmine Lopez,126.6484521,Jasmine,Lopez,126.6484521
Ashley Holmes,274.3411375,Ashley,Holmes,274.3411375
Stacy Pearson,208.0071389,Stacy,Pearson,208.0071389
Evelyn Smith,59.67639555,Evelyn,Smith,
Monica Taylor,256.8216598,Monica,Taylor,256.8216598
Sarah Marshall,217.5918139,Sarah,Marshall,217.5918139
Patrick Thomas,151.2961737,Patrick,Thomas,151.2961737
Angela Young,71.41377769,Angela,Young,
Tristan Davies,201.9895075,Tristan,Davies,201.9895075
Eileen Turner,278.2459109,Eileen,Turner,278.2459109
Sarah Adkins,222.718064,Sarah,Adkins,222.718064
Emily Barnes,156.6536251,Emily,Barnes,156.6536251
Whitney Smith,220.2269414,Whitney,Smith,220.2269414
Lisa Gibson,98.80753923,Lisa,Gibson,
Emily Gutierrez,131.7540865,Emily,Gutierrez,131.7540865
Richard Jenkins,191.6075196,Richard,Jenkins,191.6075196
Jonathan Patel,265.5429717,Jonathan,Patel,265.5429717
Michael Proctor,86.00378207,Michael,Proctor,
Shelby Miller,209.91584,Shelby,Miller,209.91584
Carl Ramirez,26.82463486,Carl,Ramirez,
Barry Mitchell,217.6013085,Barry,Mitchell,217.6013085
Jesus Smith,166.5777504,Jesus,Smith,166.5777504
John Boyle,279.314556,John,Boyle,279.314556
Amy Gould,235.9403717,Amy,Gould,235.9403717
Brian Brooks,234.6960542,Brian,Brooks,234.6960542
Greg Gardner,2.231223544,Greg,Gardner,
Toni Hull,168.2574631,Toni,Hull,168.2574631
Danielle Mcdowell,275.3173727,Danielle,Mcdowell,275.3173727
Robert Young,121.0799413,Robert,Young,121.0799413
Brandy Hawkins,52.52555635,Brandy,Hawkins,
Anna Scott,47.65262849,Anna,Scott,
Matthew Jones,35.79214523,Matthew,Jones,
Stephen Cummings,208.3516472,Stephen,Cummings,208.3516472
Faith Smith,100.4687324,Faith,Smith,100.4687324
Jacqueline Simmons,175.2882864,Jacqueline,Simmons,175.2882864
Madison Ortiz,79.30978902,Madison,Ortiz,
Isaiah Sims,27.05463999,Isaiah,Sims,
Caitlyn Young,129.8100108,Caitlyn,Young,129.8100108
Tara Wagner,274.8347008,Tara,Wagner,274.8347008
James Sheppard,200.2900561,James,Sheppard,200.2900561
Lucas Santos,63.85095068,Lucas,Santos,
Dylan Ortiz,138.3728763,Dylan,Ortiz,138.3728763
Peter Donovan,51.01328742,Peter,Donovan,
Angela Flores,106.0591471,Angela,Flores,106.0591471
Amy Berry,56.30024163,Amy,Berry,
Paul Thomas,247.619826,Paul,Thomas,247.619826
Louis Moore,117.6909582,Louis,Moore,117.6909582
Amanda Stark,254.3147683,Amanda,Stark,254.3147683
Elizabeth Simmons,56.67737585,Elizabeth,Simmons,
Dawn King,276.0770577,Dawn,King,276.0770577
Michael Ellison,237.8953676,Michael,Ellison,237.8953676
Nicholas Odom,257.1968716,Nicholas,Odom,257.1968716
Sarah Juarez,180.6441474,Sarah,Juarez,180.6441474
Carrie Jacobson,33.48727241,Carrie,Jacobson,
Valerie Bowers,226.6597689,Valerie,Bowers,226.6597689
Deanna Hall,151.5475104,Deanna,Hall,151.5475104
Robert Stevenson,195.043779,Robert,Stevenson,195.043779
Ronald Alexander,60.67444676,Ronald,Alexander,
Robert Jones,285.6601521,Robert,Jones,285.6601521
Ashley Ball,127.7089986,Ashley,Ball,127.7089986
Theresa Maldonado,125.4746116,Theresa,Maldonado,125.4746116
Sheryl Schmidt,112.2217893,Sheryl,Schmidt,112.2217893
Nicholas Rogers,7.9841947,Nicholas,Rogers,
Richard Warren,72.01716766,Richard,Warren,
Christopher Foster,196.268454,Christopher,Foster,196.268454
Brandon Cardenas,120.8491287,Brandon,Cardenas,120.8491287
Kevin Brown,59.08143026,Kevin,Brown,
Gina Mcclure,72.25458827,Gina,Mcclure,
Jennifer Willis,246.7377493,Jennifer,Willis,246.7377493
Alicia Gilmore,145.3510723,Alicia,Gilmore,145.3510723
Brandon Chavez,189.9405801,Brandon,Chavez,189.9405801
Ryan Brown,160.9037339,Ryan,Brown,160.9037339
Brian Buckley,15.38426911,Brian,Buckley,
Sandra Freeman,274.578188,Sandra,Freeman,274.578188
Allison Willis,47.82560263,Allison,Willis,
John Ware,158.1731134,John,Ware,158.1731134
Sean Barker,218.9782279,Sean,Barker,218.9782279
Melissa Frank,9.714783369,Melissa,Frank,
Darius Brown,124.2475261,Darius,Brown,124.2475261
Kathryn Johnson,125.995411,Kathryn,Johnson,125.995411
Jeffrey Bailey,175.0362014,Jeffrey,Bailey,175.0362014
Holly Clark,247.9051692,Holly,Clark,247.9051692
Jennifer Ellis,163.2364192,Jennifer,Ellis,163.2364192
Allison Monroe,258.2706901,Allison,Monroe,258.2706901
Brian Cunningham,99.79418642,Brian,Cunningham,
Thomas Phelps,60.94081766,Thomas,Phelps,
Mitchell Vasquez,198.4914536,Mitchell,Vasquez,198.4914536
Jason Castro,12.01748417,Jason,Castro,
Victoria Jones,220.5827445,Victoria,Jones,220.5827445
Joseph Bruce,130.4849505,Joseph,Bruce,130.4849505
Barbara Reyes,225.7908723,Barbara,Reyes,225.7908723
Morgan White,118.7726638,Morgan,White,118.7726638
Gregory Farley,61.84486602,Gregory,Farley,
Evan Anderson,258.6861594,Evan,Anderson,258.6861594
Grant Whitehead,236.2138974,Grant,Whitehead,236.2138974
Melissa Barnes,65.45670536,Melissa,Barnes,
Kyle Palmer,150.8020592,Kyle,Palmer,150.8020592
Lisa Young,273.9106263,Lisa,Young,273.9106263
Christopher Barton,256.3776764,Christopher,Barton,256.3776764
Lori Hull,254.9863453,Lori,Hull,254.9863453
Deborah Harris,172.7572311,Deborah,Harris,172.7572311
Tammy Burns,211.6198509,Tammy,Burns,211.6198509
Angela Wilson,249.3087082,Angela,Wilson,249.3087082
Louis Wilkinson,280.1374426,Louis,Wilkinson,280.1374426
Mark Jordan,180.2363566,Mark,Jordan,180.2363566
Melinda Cook,98.25497291,Melinda,Cook,
Jenna Flores,106.8787787,Jenna,Flores,106.8787787
David Foley,286.5693916,David,Foley,286.5693916
Walter Ford,282.4757247,Walter,Ford,282.4757247
Jacqueline Johnson,240.2337581,Jacqueline,Johnson,240.2337581
Chad Clarke,200.5932261,Chad,Clarke,200.5932261
Christopher Robinson,73.61812235,Christopher,Robinson,
Jennifer Baxter,91.37891535,Jennifer,Baxter,
Stephanie Macdonald,29.10489717,Stephanie,Macdonald,
Alicia Thomas,15.62636543,Alicia,Thomas,
Anthony Allen,4.896080479,Anthony,Allen,
Alan Shaffer,73.71096013,Alan,Shaffer,
Katherine Wu,97.3704629,Katherine,Wu,
Hayden Lyons,19.96711195,Hayden,Lyons,
Brian Hart,207.3154377,Brian,Hart,207.3154377
Catherine Riley,29.7476999,Catherine,Riley,
Robert Taylor,90.82880763,Robert,Taylor,
Abigail Johnson,141.9272156,Abigail,Johnson,141.9272156
John Davis,270.3508674,John,Davis,270.3508674
William Bowman,230.4711448,William,Bowman,230.4711448
Jeanne Newman,230.5952316,Jeanne,Newman,230.5952316
Zachary Collins,110.1876592,Zachary,Collins,110.1876592
Brittany Brown,127.0088636,Brittany,Brown,127.0088636
Julie Gomez,288.0100097,Julie,Gomez,288.0100097
Austin Smith,263.3816165,Austin,Smith,263.3816165
Dennis Olson,37.17993867,Dennis,Olson,
Mark Gordon,196.3444276,Mark,Gordon,196.3444276
Maria Johnson,227.0463062,Maria,Johnson,227.0463062
Dr. Megan Hayes,168.0497319,Dr.,Megan Hayes,168.0497319
